id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay,filght_time
10097,OO,6653,SFO,MOD,3,874,40,0,14:34
10098,UA,779,BOS,DEN,3,874,287,1,14:34
10099,XE,5898,ORD,ROA,3,874,95,1,14:34
10100,YV,7239,BDL,ORD,3,874,162,1,14:34
10101,9E,3728,MEM,COU,3,875,80,0,14:35
10102,9E,4072,MEM,VPS,3,875,84,0,14:35
10103,9E,4209,MEM,GPT,3,875,79,0,14:35
10104,AA,1267,MCO,MIA,3,875,65,1,14:35
10105,AA,1400,ORD,MCO,3,875,155,1,14:35
10106,AA,1700,MIA,SJU,3,875,145,1,14:35
10107,AA,1822,DFW,DAY,3,875,130,0,14:35
10108,AA,1931,SFO,LAX,3,875,80,0,14:35
10109,AA,2275,BNA,DFW,3,875,125,0,14:35
10110,AA,2464,DFW,OKC,3,875,55,0,14:35
10111,AA,252,LAX,MIA,3,875,280,1,14:35
10112,AA,456,AUS,DFW,3,875,65,0,14:35
10113,AA,500,SAN,DFW,3,875,175,1,14:35
10114,B6,1423,PDX,LGB,3,875,132,0,14:35
10115,CO,1461,CLE,MCO,3,875,144,0,14:35
10116,CO,391,MIA,IAH,3,875,171,1,14:35
10117,DL,1259,PIT,ATL,3,875,123,0,14:35
10118,DL,1281,ATL,MEM,3,875,85,0,14:35
10119,DL,1407,MEM,MSY,3,875,81,0,14:35
10120,DL,1662,MSP,GRR,3,875,80,1,14:35
10121,DL,1911,IAD,ATL,3,875,120,0,14:35
10122,DL,2182,SNA,MSP,3,875,214,0,14:35
10123,DL,2477,MSP,LAX,3,875,232,1,14:35
10124,DL,2798,ATL,PWM,3,875,149,1,14:35
10125,DL,2799,MSP,PHX,3,875,201,1,14:35
10126,EV,5237,BOS,DCA,3,875,109,0,14:35
10127,EV,5569,FAY,ATL,3,875,89,1,14:35
10128,EV,7363,MEM,JAN,3,875,61,1,14:35
10129,EV,7370,MEM,MOB,3,875,77,0,14:35
10130,F9,483,MKE,PHX,3,875,225,1,14:35
10131,FL,1293,MCO,GRR,3,875,150,0,14:35
10132,HA,353,HNL,LIH,3,875,38,0,14:35
10133,HA,48,HNL,OAK,3,875,310,0,14:35
10134,MQ,2808,DFW,MLI,3,875,115,0,14:35
10135,MQ,2851,DFW,CHS,3,875,140,1,14:35
10136,MQ,3042,SBA,LAX,3,875,45,0,14:35
10137,MQ,3668,TYS,MIA,3,875,125,0,14:35
10138,MQ,3738,ORD,EWR,3,875,144,0,14:35
10139,MQ,3980,ORD,ICT,3,875,120,1,14:35
10140,MQ,4689,LGA,CLE,3,875,110,0,14:35
10141,OO,4640,MSP,RAP,3,875,96,1,14:35
10142,OO,6614,PSC,DEN,3,875,131,1,14:35
10143,US,1578,CLT,PHL,3,875,99,1,14:35
10144,US,1787,CLT,MSY,3,875,124,1,14:35
10145,US,281,PHX,SJC,3,875,114,0,14:35
10146,US,367,PHX,SMF,3,875,118,1,14:35
10147,US,625,PHX,OAK,3,875,119,0,14:35
10148,US,75,PHX,SEA,3,875,186,0,14:35
10149,US,975,CLT,RDU,3,875,50,0,14:35
10150,US,9,SEA,PHX,3,875,167,0,14:35
10151,WN,1004,OAK,SEA,3,875,120,1,14:35
10152,WN,102,SFO,SAN,3,875,85,0,14:35
10153,WN,1333,BWI,LIT,3,875,165,1,14:35
10154,WN,1466,CLE,MDW,3,875,75,1,14:35
10155,WN,1686,PHL,FLL,3,875,175,1,14:35
10156,WN,170,LAS,PHX,3,875,70,1,14:35
10157,WN,1747,MDW,DTW,3,875,65,1,14:35
10158,WN,2031,LAS,ABQ,3,875,80,1,14:35
10159,WN,258,RDU,LAS,3,875,320,1,14:35
10160,WN,3052,BDL,BWI,3,875,70,1,14:35
10161,WN,3408,OAK,BUR,3,875,65,0,14:35
10162,WN,372,MCI,STL,3,875,55,1,14:35
10163,WN,636,SNA,OAK,3,875,85,1,14:35
10164,WN,759,DEN,MDW,3,875,135,1,14:35
10165,WN,797,MDW,TPA,3,875,160,1,14:35
10166,WN,987,PHX,ONT,3,875,75,1,14:35
10167,XE,2451,STL,EWR,3,875,149,1,14:35
10168,XE,3011,IAD,IAH,3,875,201,1,14:35
10169,XE,5917,ORD,IND,3,875,57,1,14:35
10170,YV,2640,CLT,STL,3,875,123,1,14:35
10171,YV,2848,PHX,YUM,3,875,71,0,14:35
10172,FL,961,MCO,CAK,3,876,139,0,14:36
10173,UA,448,SMF,DEN,3,876,144,1,14:36
10174,YV,2763,PHX,TUS,3,876,45,0,14:36
10175,YV,7307,CHS,IAD,3,876,91,1,14:36
10176,EV,7079,DTW,IAD,3,877,90,1,14:37
10177,EV,7096,IAD,BOS,3,877,91,0,14:37
10178,OO,3073,STL,MKE,3,877,73,1,14:37
10179,OO,4747,LAX,LAS,3,877,69,0,14:37
10180,OO,6237,FAT,LAS,3,877,80,1,14:37
10181,OO,6696,DEN,MTJ,3,877,55,0,14:37
10182,UA,572,PDX,DEN,3,877,150,0,14:37
10183,UA,621,DCA,ORD,3,877,128,0,14:37
10184,FL,485,BWI,MCO,3,878,142,1,14:38
10185,OH,6681,PHL,DTW,3,878,117,0,14:38
10186,OO,6977,MSY,ORD,3,878,149,0,14:38
10187,YV,2746,PHX,SBP,3,878,99,0,14:38
10188,B6,234,LGB,SLC,3,879,104,0,14:39
10189,B6,402,MSY,BOS,3,879,189,1,14:39
10190,OO,6477,SMF,LAX,3,879,83,0,14:39
10191,OO,6643,RAP,DEN,3,879,77,1,14:39
10192,OO,6839,OMA,ORD,3,879,96,0,14:39
10193,XE,5995,BIS,ORD,3,879,124,1,14:39
10194,9E,3782,DTW,AVP,3,880,89,0,14:40
10195,9E,3864,MEM,SGF,3,880,72,0,14:40
10196,9E,4136,DTW,ITH,3,880,83,1,14:40
10197,9E,4306,DTW,SCE,3,880,76,1,14:40
10198,AA,1034,DFW,IAH,3,880,65,0,14:40
10199,AA,1334,SJU,BOS,3,880,245,0,14:40
10200,AA,1387,ORD,LAS,3,880,250,1,14:40
10201,AA,2333,ORD,DFW,3,880,155,1,14:40
10202,AA,454,ORD,RDU,3,880,110,1,14:40
10203,AA,461,BDL,MIA,3,880,195,0,14:40
10204,AA,789,ORD,DEN,3,880,155,1,14:40
10205,AS,316,SEA,SFO,3,880,123,0,14:40
10206,AS,53,ANC,SCC,3,880,105,0,14:40
10207,B6,456,FLL,BOS,3,880,186,1,14:40
10208,CO,1552,EWR,CLT,3,880,122,0,14:40
10209,CO,1821,IAH,SNA,3,880,218,1,14:40
10210,CO,351,AUS,EWR,3,880,218,1,14:40
10211,CO,53,LAX,IAH,3,880,190,1,14:40
10212,DL,1826,FLL,ATL,3,880,120,0,14:40
10213,DL,1834,ATL,MCI,3,880,134,1,14:40
10214,DL,2736,MEM,LGA,3,880,160,0,14:40
10215,DL,582,ATL,LGA,3,880,133,1,14:40
10216,EV,5155,MEM,HSV,3,880,58,1,14:40
10217,EV,5287,AEX,ATL,3,880,97,1,14:40
10218,F9,217,AUS,DEN,3,880,130,0,14:40
10219,F9,231,BNA,DEN,3,880,173,0,14:40
10220,F9,479,MKE,LAS,3,880,235,0,14:40
10221,FL,199,DCA,ATL,3,880,120,0,14:40
10222,MQ,2865,DFW,MHK,3,880,85,1,14:40
10223,MQ,4261,TUL,ORD,3,880,115,1,14:40
10224,OO,4511,DEN,SLC,3,880,89,0,14:40
10225,OO,4534,SLC,SAT,3,880,160,1,14:40
10226,OO,6762,SBA,DEN,3,880,142,0,14:40
10227,OO,6889,BNA,ORD,3,880,105,0,14:40
10228,UA,503,DEN,LAS,3,880,123,0,14:40
10229,US,1781,BOS,CLT,3,880,145,1,14:40
10230,US,450,PHX,SLC,3,880,97,0,14:40
10231,US,524,PHX,RNO,3,880,110,0,14:40
10232,US,623,STL,PHX,3,880,203,0,14:40
10233,US,644,LAS,PHX,3,880,68,0,14:40
10234,US,907,CLT,TPA,3,880,103,0,14:40
10235,US,92,MSP,PHX,3,880,204,0,14:40
10236,US,982,CLT,MSP,3,880,170,0,14:40
10237,WN,1001,MCI,DAL,3,880,95,0,14:40
10238,WN,1048,DAL,SAT,3,880,60,1,14:40
10239,WN,1096,LAS,MCI,3,880,170,1,14:40
10240,WN,1120,TUS,LAX,3,880,90,0,14:40
10241,WN,1134,ONT,SMF,3,880,80,1,14:40
10242,WN,2004,DEN,LAX,3,880,155,1,14:40
10243,WN,2383,MCO,DEN,3,880,260,1,14:40
10244,WN,244,MDW,LAX,3,880,280,1,14:40
10245,WN,2638,ISP,TPA,3,880,190,1,14:40
10246,WN,3110,SAN,OAK,3,880,85,1,14:40
10247,WN,317,PHX,MSY,3,880,175,1,14:40
10248,WN,3395,SAN,LAS,3,880,70,1,14:40
10249,WN,3401,SAT,BNA,3,880,125,1,14:40
10250,WN,3403,BWI,BOS,3,880,80,1,14:40
10251,WN,378,TPA,SAT,3,880,180,1,14:40
10252,WN,619,RNO,LAS,3,880,70,1,14:40
10253,WN,748,HOU,MCO,3,880,130,1,14:40
10254,WN,866,SJC,LAX,3,880,70,0,14:40
10255,XE,2025,IAH,ABQ,3,880,131,0,14:40
10256,XE,2274,IAH,MCI,3,880,115,0,14:40
10257,XE,2498,ABQ,IAH,3,880,119,0,14:40
10258,XE,2509,STL,IAH,3,880,118,0,14:40
10259,XE,2549,CVG,IAH,3,880,159,0,14:40
10260,XE,2843,DCA,CLE,3,880,70,0,14:40
10261,XE,3097,IND,IAH,3,880,149,1,14:40
10262,YV,2628,CLT,DTW,3,880,110,1,14:40
10263,YV,2652,CLT,LIT,3,880,131,0,14:40
10264,YV,2855,PHX,FLG,3,880,66,0,14:40
10265,YV,7257,CLT,IAD,3,880,90,1,14:40
10266,DL,116,TPA,ATL,3,881,97,1,14:41
10267,FL,723,BWI,MSY,3,881,176,0,14:41
10268,HA,187,KOA,HNL,3,881,42,0,14:41
10269,YV,2636,CLT,DAB,3,881,93,1,14:41
10270,EV,4954,BTR,ATL,3,882,88,0,14:42
10271,EV,7120,IAD,LGA,3,882,83,1,14:42
10272,UA,622,MSP,ORD,3,882,86,0,14:42
10273,UA,716,ONT,DEN,3,882,132,0,14:42
10274,DL,1286,ORF,ATL,3,883,117,0,14:43
10275,XE,2817,SDF,IAH,3,883,150,0,14:43
10276,XE,5990,LNK,ORD,3,883,97,1,14:43
10277,EV,5498,ATL,FAY,3,884,75,0,14:44
10278,FL,1401,MCO,ROC,3,884,156,0,14:44
10279,FL,467,BWI,ATL,3,884,121,1,14:44
10280,HA,188,HNL,KOA,3,884,44,0,14:44
10281,OO,6372,SBA,LAX,3,884,46,1,14:44
10282,OO,6380,BOI,SFO,3,884,105,1,14:44
10283,UA,168,SJC,DEN,3,884,153,1,14:44
10284,UA,453,BWI,DEN,3,884,249,0,14:44
10285,XE,5929,ICT,ORD,3,884,110,1,14:44
10286,9E,4235,JFK,CLT,3,885,147,0,14:45
10287,AA,1008,DFW,HSV,3,885,95,1,14:45
10288,AA,1022,MIA,PHL,3,885,180,1,14:45
10289,AA,1292,DFW,MSY,3,885,75,1,14:45
10290,AA,1499,DFW,SJC,3,885,230,0,14:45
10291,AA,1548,DFW,DCA,3,885,170,1,14:45
10292,AA,1634,SAT,ORD,3,885,160,1,14:45
10293,AA,1743,DFW,MCI,3,885,90,1,14:45
10294,AA,1826,PSP,DFW,3,885,170,0,14:45
10295,AA,203,MIA,LAX,3,885,350,0,14:45
10296,AA,20,SFO,JFK,3,885,325,0,14:45
10297,AA,524,DFW,DTW,3,885,155,1,14:45
10298,AA,583,MIA,STL,3,885,170,1,14:45
10299,AA,590,SAN,ORD,3,885,235,1,14:45
10300,AA,823,ICT,DFW,3,885,80,0,14:45
10301,AS,583,SNA,PDX,3,885,148,0,14:45
10302,B6,1009,BOS,JFK,3,885,80,1,14:45
10303,B6,334,MCO,IAD,3,885,120,1,14:45
10304,B6,395,LGA,MCO,3,885,174,1,14:45
10305,CO,133,LGA,IAH,3,885,244,0,14:45
10306,CO,289,DTW,IAH,3,885,187,1,14:45
10307,CO,377,RSW,EWR,3,885,164,1,14:45
10308,CO,50,CLE,EWR,3,885,109,1,14:45
10309,CO,687,MCO,IAH,3,885,149,0,14:45
10310,CO,697,IAH,LAS,3,885,207,0,14:45
10311,CO,728,EWR,DEN,3,885,266,1,14:45
10312,DL,1003,ATL,MKE,3,885,125,0,14:45
10313,DL,1512,ATL,ORD,3,885,131,1,14:45
10314,DL,1530,ATL,DTW,3,885,120,0,14:45
10315,DL,1559,LAX,HNL,3,885,366,1,14:45
10316,DL,1601,BOS,ATL,3,885,177,0,14:45
10317,DL,2027,ATL,FLL,3,885,114,1,14:45
10318,DL,2111,ATL,DFW,3,885,145,0,14:45
10319,DL,2463,RDU,ATL,3,885,93,1,14:45
10320,DL,2498,PDX,MSP,3,885,199,0,14:45
10321,EV,5004,ATL,OAJ,3,885,82,1,14:45
10322,EV,5194,IAH,CVG,3,885,140,0,14:45
10323,EV,5283,ATL,ILM,3,885,78,1,14:45
10324,EV,5289,ATL,JAN,3,885,85,0,14:45
10325,EV,7397,CHA,ATL,3,885,56,0,14:45
10326,HA,22,HNL,SEA,3,885,335,0,14:45
10327,MQ,2849,DFW,SAF,3,885,110,0,14:45
10328,MQ,2880,GSP,DFW,3,885,170,0,14:45
10329,MQ,2907,DFW,CVG,3,885,130,0,14:45
10330,MQ,3869,ORD,SAT,3,885,175,1,14:45
10331,OH,6362,HTS,CVG,3,885,55,0,14:45
10332,OH,6543,BHM,LGA,3,885,148,0,14:45
10333,OH,6548,JFK,PIT,3,885,108,0,14:45
10334,OO,4500,SAN,LAX,3,885,49,0,14:45
10335,UA,726,OAK,DEN,3,885,149,0,14:45
10336,US,1057,BDL,CLT,3,885,136,0,14:45
10337,US,1085,CLT,MCO,3,885,102,1,14:45
10338,US,1105,ALB,CLT,3,885,134,0,14:45
10339,US,1126,CLT,DFW,3,885,175,1,14:45
10340,US,1543,LGA,CLT,3,885,126,0,14:45
10341,US,1715,DCA,FLL,3,885,154,0,14:45
10342,US,407,PHX,SFO,3,885,125,0,14:45
10343,US,604,PHX,LAS,3,885,72,0,14:45
10344,US,660,OMA,PHX,3,885,171,0,14:45
10345,US,90,PHX,PDX,3,885,165,1,14:45
10346,WN,1118,BNA,HOU,3,885,135,1,14:45
10347,WN,1361,LAS,LAX,3,885,65,0,14:45
10348,WN,1392,OAK,ABQ,3,885,130,1,14:45
10349,WN,1624,SEA,DEN,3,885,160,1,14:45
10350,WN,1715,LAX,AUS,3,885,170,1,14:45
10351,WN,1930,SMF,BUR,3,885,70,1,14:45
10352,WN,1931,PHL,STL,3,885,160,1,14:45
10353,WN,1943,MCO,STL,3,885,155,1,14:45
10354,WN,206,OAK,SAN,3,885,85,1,14:45
10355,WN,2119,SNA,SMF,3,885,90,0,14:45
10356,WN,2397,AUS,OAK,3,885,240,1,14:45
10357,WN,249,DAL,LIT,3,885,60,0,14:45
10358,WN,27,HOU,ECP,3,885,90,1,14:45
10359,WN,2903,DAL,MSY,3,885,80,1,14:45
10360,WN,2982,DTW,BWI,3,885,85,1,14:45
10361,WN,3339,SEA,SLC,3,885,115,1,14:45
10362,WN,3511,LAX,SLC,3,885,110,1,14:45
10363,WN,580,PHX,SFO,3,885,125,1,14:45
10364,XE,2347,MSP,IAH,3,885,174,0,14:45
10365,XE,2364,EWR,STL,3,885,167,0,14:45
10366,XE,2604,IAH,TUL,3,885,85,0,14:45
10367,XE,2631,IAH,LFT,3,885,54,0,14:45
10368,XE,2639,TUL,IAH,3,885,90,0,14:45
10369,XE,2863,MOB,IAH,3,885,90,0,14:45
10370,YV,2675,LAS,LAX,3,885,68,0,14:45
10371,YV,2721,PHX,SBA,3,885,93,1,14:45
10372,YV,2874,PHX,BFL,3,885,91,0,14:45
10373,B6,309,IAD,FLL,3,886,157,0,14:46
10374,B6,327,BDL,FLL,3,886,192,1,14:46
10375,DL,1271,ATL,CMH,3,886,94,1,14:46
10376,DL,1673,ATL,MIA,3,886,114,0,14:46
10377,DL,2352,PBI,ATL,3,886,113,0,14:46
10378,EV,5314,DFW,DTW,3,886,159,1,14:46
10379,FL,25,MDW,ATL,3,886,112,0,14:46
10380,OH,6518,FWA,CVG,3,886,54,1,14:46
10381,OO,6678,MRY,SFO,3,886,37,0,14:46
10382,OO,6966,SFO,PSP,3,886,79,1,14:46
10383,XE,2806,EWR,MCI,3,886,194,0,14:46
10384,XE,5979,FSD,ORD,3,886,96,1,14:46
10385,DL,2335,ATL,JAX,3,887,69,0,14:47
10386,HA,301,ITO,HNL,3,887,49,0,14:47
10387,UA,219,IAD,SFO,3,887,368,1,14:47
10388,UA,417,LAS,ORD,3,887,214,0,14:47
10389,XE,2443,RIC,CLE,3,887,82,1,14:47
10390,B6,62,JFK,SYR,3,888,78,1,14:48
10391,DL,2310,ATL,IND,3,888,99,0,14:48
10392,OO,6375,CMX,ORD,3,888,82,1,14:48
10393,OO,6457,SNA,SFO,3,888,80,0,14:48
10394,OO,6487,TUS,LAX,3,888,91,1,14:48
10395,OO,6635,CIC,SFO,3,888,59,0,14:48
10396,UA,745,LGA,DEN,3,888,276,1,14:48
10397,YV,7288,ATL,ORD,3,888,129,1,14:48
10398,YV,7304,JAX,IAD,3,888,107,1,14:48
10399,B6,119,JFK,MSY,3,889,213,1,14:49
10400,UA,181,BOS,SFO,3,889,408,1,14:49
10401,YV,2695,PHX,FAT,3,889,105,0,14:49
10402,9E,4113,DCA,IND,3,890,121,0,14:50
10403,9E,4292,LWB,JFK,3,890,110,0,14:50
10404,AA,1104,STL,LGA,3,890,140,1,14:50
10405,AA,1274,SNA,DFW,3,890,175,1,14:50
10406,AA,1285,DFW,SNA,3,890,195,1,14:50
10407,AA,1588,SAT,DFW,3,890,70,1,14:50
10408,AA,1954,LAX,SFO,3,890,80,0,14:50
10409,AA,312,DFW,RSW,3,890,145,0,14:50
10410,CO,1527,BWI,IAH,3,890,212,0,14:50
10411,CO,1589,IAH,SAN,3,890,210,1,14:50
10412,CO,1601,EWR,FLL,3,890,182,1,14:50
10413,CO,1618,EWR,TPA,3,890,177,1,14:50
10414,CO,172,HNL,LAX,3,890,335,0,14:50
10415,CO,335,SAN,IAH,3,890,182,1,14:50
10416,DL,1233,ATL,MSY,3,890,98,1,14:50
10417,DL,1237,RIC,ATL,3,890,110,0,14:50
10418,DL,1295,ATL,MLB,3,890,93,0,14:50
10419,DL,1594,ATL,PHL,3,890,135,1,14:50
10420,DL,2487,ATL,MSP,3,890,160,1,14:50
10421,EV,4948,MLB,ATL,3,890,101,1,14:50
10422,EV,5201,ATL,ALB,3,890,137,1,14:50
10423,EV,5331,MEM,LIT,3,890,54,0,14:50
10424,EV,5357,ATL,MOB,3,890,79,0,14:50
10425,EV,5565,ATL,GPT,3,890,89,1,14:50
10426,F9,652,SFO,DEN,3,890,147,0,14:50
10427,FL,1155,RSW,IND,3,890,150,0,14:50
10428,FL,314,ATL,CLT,3,890,69,0,14:50
10429,FL,354,ATL,LGA,3,890,130,1,14:50
10430,FL,435,MKE,ATL,3,890,121,0,14:50
10431,FL,659,ATL,SAT,3,890,160,0,14:50
10432,FL,959,ROC,BWI,3,890,76,1,14:50
10433,MQ,2759,DFW,CRP,3,890,80,0,14:50
10434,MQ,3648,CVG,MIA,3,890,160,0,14:50
10435,MQ,3652,SDF,MIA,3,890,155,0,14:50
10436,MQ,3677,CMH,MIA,3,890,170,1,14:50
10437,MQ,4010,CLT,ORD,3,890,135,1,14:50
10438,MQ,4265,SGF,ORD,3,890,100,0,14:50
10439,MQ,4485,LGA,DTW,3,890,125,0,14:50
10440,MQ,4525,LGA,XNA,3,890,220,1,14:50
10441,OH,6430,ATL,GSO,3,890,92,0,14:50
10442,OH,6503,JFK,IAD,3,890,106,0,14:50
10443,OO,4664,GFK,MSP,3,890,80,0,14:50
10444,OO,6275,GEG,SEA,3,890,72,0,14:50
10445,OO,6464,RDM,SFO,3,890,101,1,14:50
10446,OO,6944,CLD,LAX,3,890,40,0,14:50
10447,OO,6956,RNO,DEN,3,890,134,0,14:50
10448,OO,7802,TWF,SLC,3,890,63,0,14:50
10449,UA,148,IAD,MCO,3,890,142,0,14:50
10450,UA,209,IAD,LAX,3,890,351,0,14:50
10451,UA,321,IAD,ORD,3,890,134,0,14:50
10452,US,1181,CLT,IAH,3,890,170,1,14:50
10453,US,1195,PHX,SAN,3,890,71,1,14:50
10454,US,1546,PHX,CLT,3,890,230,1,14:50
10455,US,1750,LAS,PHL,3,890,276,1,14:50
10456,US,1766,CLT,DCA,3,890,80,0,14:50
10457,US,1990,CLT,IND,3,890,105,0,14:50
10458,US,29,PHX,LAX,3,890,86,0,14:50
10459,US,638,PHX,ONT,3,890,74,0,14:50
10460,US,720,MIA,CLT,3,890,124,1,14:50
10461,US,754,ATL,PHL,3,890,129,1,14:50
10462,WN,108,MCO,MDW,3,890,170,1,14:50
10463,WN,1155,BNA,MCO,3,890,105,1,14:50
10464,WN,1217,HOU,TPA,3,890,120,1,14:50
10465,WN,1434,MDW,STL,3,890,65,1,14:50
10466,WN,1589,MCI,SEA,3,890,255,1,14:50
10467,WN,20,LAS,SAN,3,890,65,1,14:50
10468,WN,2720,SFO,LAS,3,890,95,1,14:50
10469,WN,282,SFO,LAX,3,890,75,0,14:50
10470,WN,30,DAL,ELP,3,890,105,1,14:50
10471,WN,3244,SAN,AUS,3,890,160,1,14:50
10472,WN,3311,DEN,BNA,3,890,145,1,14:50
10473,WN,340,SNA,PHX,3,890,70,1,14:50
10474,WN,3601,TPA,PHX,3,890,290,1,14:50
10475,WN,3682,AUS,MDW,3,890,155,1,14:50
10476,WN,3926,MCI,LAS,3,890,195,1,14:50
10477,WN,607,MDW,LAS,3,890,245,1,14:50
10478,WN,733,LAX,LAS,3,890,60,1,14:50
10479,XE,2569,IAH,MAF,3,890,86,0,14:50
10480,XE,2778,IAH,LIT,3,890,78,0,14:50
10481,YV,1027,OGG,HNL,3,890,32,0,14:50
10482,YV,1047,LIH,HNL,3,890,29,0,14:50
10483,YV,2757,DSM,PHX,3,890,185,0,14:50
10484,DL,1116,ATL,CHS,3,891,74,1,14:51
10485,EV,5072,ATL,BMI,3,891,105,1,14:51
10486,FL,274,ATL,BOS,3,891,144,1,14:51
10487,HA,260,HNL,ITO,3,891,52,0,14:51
10488,DL,68,MIA,ATL,3,892,122,0,14:52
10489,UA,923,IAD,DEN,3,892,242,0,14:52
10490,XE,2266,ATL,CLE,3,892,102,0,14:52
10491,XE,3133,CLT,IAH,3,892,176,0,14:52
10492,B6,708,SJU,JFK,3,893,246,1,14:53
10493,DL,681,ATL,SAV,3,893,67,0,14:53
10494,EV,5502,ATL,VPS,3,893,77,1,14:53
10495,F9,834,SEA,DEN,3,893,152,1,14:53
10496,OO,7773,SGU,SLC,3,893,77,0,14:53
10497,XE,3121,LIT,IAH,3,893,82,0,14:53
10498,OO,6333,SAN,LAX,3,894,42,0,14:54
10499,UA,354,SAN,DEN,3,894,141,0,14:54
10500,XE,3009,EWR,MKE,3,894,144,1,14:54
10501,9E,4006,MEM,CVG,3,895,86,0,14:55
10502,AA,1014,SEA,ORD,3,895,240,1,14:55
10503,AA,1071,MEM,DFW,3,895,100,0,14:55
10504,AA,1624,LAX,ORD,3,895,245,1,14:55
10505,AA,1896,SLC,DFW,3,895,155,1,14:55
10506,AA,2015,DTW,MIA,3,895,190,0,14:55
10507,AA,2527,DFW,SLC,3,895,170,1,14:55
10508,AA,578,DFW,SAT,3,895,65,1,14:55
10509,AA,682,MIA,JFK,3,895,185,1,14:55
10510,AA,734,MIA,DCA,3,895,145,0,14:55
10511,AS,152,OTZ,ANC,3,895,86,0,14:55
10512,AS,633,PHX,SEA,3,895,187,0,14:55
10513,B6,1114,MCO,RIC,3,895,106,0,14:55
10514,CO,1468,EWR,LAS,3,895,348,1,14:55
10515,CO,158,IAH,DCA,3,895,168,0,14:55
10516,CO,746,IAH,ORD,3,895,156,0,14:55
10517,DL,1656,ATL,PVD,3,895,145,1,14:55
10518,DL,1824,ATL,BWI,3,895,107,0,14:55
10519,DL,1876,MCO,LGA,3,895,154,0,14:55
10520,DL,2279,LGA,FLL,3,895,198,0,14:55
10521,DL,2542,ATL,EWR,3,895,143,1,14:55
10522,DL,2982,MEM,DCA,3,895,125,0,14:55
10523,EV,4961,ATL,FLO,3,895,71,1,14:55
10524,EV,5030,ATL,AGS,3,895,57,0,14:55
10525,EV,5254,ATL,MDT,3,895,110,1,14:55
10526,EV,5274,DCA,BOS,3,895,98,1,14:55
10527,EV,5474,ATL,EVV,3,895,84,0,14:55
10528,EV,5550,AGS,ATL,3,895,67,1,14:55
10529,F9,608,DEN,IND,3,895,139,0,14:55
10530,FL,1439,MSP,MCO,3,895,189,0,14:55
10531,FL,850,MCO,ATL,3,895,95,0,14:55
10532,MQ,2709,DFW,PIA,3,895,110,1,14:55
10533,MQ,2716,DFW,EVV,3,895,110,1,14:55
10534,MQ,2723,AMA,DFW,3,895,65,0,14:55
10535,MQ,2763,DFW,MGM,3,895,105,0,14:55
10536,MQ,3390,HOU,DFW,3,895,70,0,14:55
10537,MQ,3693,RIC,MIA,3,895,160,0,14:55
10538,MQ,4049,ORD,IND,3,895,60,0,14:55
10539,MQ,4137,ORD,BDL,3,895,125,1,14:55
10540,MQ,4146,JFK,CMH,3,895,125,0,14:55
10541,MQ,4172,JFK,CLE,3,895,115,0,14:55
10542,MQ,4333,JFK,PIT,3,895,105,0,14:55
10543,MQ,4403,JFK,RDU,3,895,110,1,14:55
10544,MQ,4514,DCA,BNA,3,895,120,0,14:55
10545,OO,4837,BIS,MSP,3,895,86,1,14:55
10546,OO,6536,ORD,SGF,3,895,93,1,14:55
10547,US,1109,CLT,JAX,3,895,82,1,14:55
10548,US,1170,CLT,PIT,3,895,87,0,14:55
10549,US,1222,CLT,BWI,3,895,81,1,14:55
10550,US,1463,FLL,CLT,3,895,119,0,14:55
10551,US,1582,MCO,PHL,3,895,149,1,14:55
10552,US,1627,EWR,CLT,3,895,115,0,14:55
10553,US,662,PHX,SNA,3,895,78,0,14:55
10554,WN,1104,SAN,SFO,3,895,90,0,14:55
10555,WN,1325,MDW,BWI,3,895,110,1,14:55
10556,WN,1955,SDF,MDW,3,895,70,1,14:55
10557,WN,2807,ABQ,HOU,3,895,120,0,14:55
10558,WN,29,HOU,CRP,3,895,50,1,14:55
10559,WN,644,LAS,BUR,3,895,70,0,14:55
10560,WN,827,ELP,ABQ,3,895,55,1,14:55
10561,WN,843,ABQ,PHX,3,895,75,1,14:55
10562,WN,844,HOU,AUS,3,895,50,1,14:55
10563,WN,944,DAL,MAF,3,895,70,1,14:55
10564,XE,2048,IAH,DFW,3,895,68,1,14:55
10565,XE,2351,RDU,IAH,3,895,179,1,14:55
10566,XE,2755,IAH,ELP,3,895,118,0,14:55
10567,XE,3023,EWR,ORF,3,895,79,0,14:55
10568,XE,3134,EWR,BNA,3,895,150,0,14:55
10569,XE,5900,ORD,CVG,3,895,69,1,14:55
10570,DL,1849,CMH,ATL,3,896,104,1,14:56
10571,DL,2202,LAS,ATL,3,896,232,0,14:56
10572,EV,5028,LIT,ATL,3,896,92,1,14:56
10573,FL,476,ATL,BWI,3,896,105,0,14:56
10574,EV,5486,ATL,EYW,3,897,118,0,14:57
10575,OH,6277,DCA,CMH,3,897,98,0,14:57
10576,UA,618,ORD,DCA,3,897,111,1,14:57
10577,YV,2710,ELP,PHX,3,897,82,0,14:57
10578,CO,1545,CLE,IAH,3,898,187,0,14:58
10579,EV,5135,ATL,ECP,3,898,75,0,14:58
10580,EV,5423,ATL,AVL,3,898,59,0,14:58
10581,EV,5440,ATL,GNV,3,898,76,0,14:58
10582,EV,5496,ATL,CHO,3,898,95,0,14:58
10583,XE,3025,BNA,IAH,3,898,129,0,14:58
