Delay,Flight,DayOfWeek,Time,Length,Airline_enc,AirportFrom_enc,AirportTo_enc
0,5276,3,520,60,6,50,14
1,219,3,887,368,13,131,248
1,588,3,720,140,15,43,170
0,14,3,510,166,14,247,213
1,4590,4,375,164,10,193,156
0,6251,3,924,151,12,191,77
0,1026,3,465,190,15,223,170
1,49,3,1205,125,15,126,170
0,7107,3,1055,85,6,131,156
0,726,3,1228,121,13,77,193
0,855,3,395,110,7,77,213
0,1496,3,550,121,5,77,193
1,1227,3,750,135,15,212,172
1,870,3,775,351,13,248,145
0,99,3,500,148,13,131,271
1,468,3,1125,346,4,94,150
0,758,3,380,60,15,73,159
0,6497,3,690,69,11,31,174
0,2442,3,835,136,5,14,94
0,813,3,735,195,1,16,151
0,328,4,435,152,13,151,77
0,323,3,415,271,13,212,77
1,698,3,767,168,5,20,14
1,2961,3,1295,77,5,14,72
0,6476,3,680,200,11,145,193
1,742,3,985,205,1,78,156
0,90,3,360,89,13,151,248
1,2575,3,1000,177,16,193,132
0,73,4,382,103,13,238,248
0,702,3,550,238,3,255,145
0,6447,3,495,197,12,129,77
1,5218,3,550,133,6,14,273
0,4279,3,1065,55,10,204,117
1,5930,3,1053,81,16,82,204
0,1805,3,1235,155,1,78,213
1,3894,3,365,100,10,283,204
1,654,3,680,270,15,59,213
0,307,3,975,75,15,248,151
1,446,3,729,99,8,14,194
1,2986,3,1300,133,5,14,156
0,361,3,1116,49,9,140,125
0,143,3,380,170,13,271,204
1,3371,3,1230,130,10,78,69
1,4609,3,550,130,10,156,83
0,514,3,670,32,9,158,125
1,2139,3,1080,81,14,33,156
0,5511,3,1295,83,6,14,114
1,6512,3,360,40,12,55,151
0,6330,3,567,113,12,248,219
0,5498,3,884,75,6,14,99
0,1715,3,495,70,15,256,32
1,6643,3,879,77,12,225,77
0,949,3,705,90,15,77,256
1,3632,3,350,120,10,58,180
1,3076,3,1217,63,12,136,181
0,2310,3,888,99,5,14,136
0,1437,3,1000,324,14,58,151
0,592,3,940,137,2,210,222
1,901,3,985,65,15,259,150
0,1718,3,510,108,5,170,14
1,2720,3,981,83,5,204,83
1,1423,3,750,100,5,263,14
1,1067,3,1105,175,1,59,78
1,4183,3,982,133,0,52,83
1,87,3,695,303,14,247,212
0,3955,3,430,60,10,204,54
0,1631,4,360,105,1,194,180
0,4465,3,405,59,12,112,256
1,2353,3,800,210,15,77,170
0,1789,4,400,85,1,133,78
0,69,3,1237,64,2,148,146
0,5177,3,810,48,6,14,50
0,1762,3,935,125,1,180,14
0,3307,4,390,80,10,78,66
1,664,3,705,175,1,102,145
0,871,3,372,118,13,169,77
1,1122,3,515,175,15,77,198
1,5022,3,575,80,6,174,154
1,143,3,1235,100,15,198,210
1,1325,3,740,120,15,143,172
1,636,3,705,265,15,172,259
0,1259,3,630,70,1,16,78
0,5580,4,420,123,6,263,76
0,282,3,500,117,14,213,253
0,1264,3,685,55,1,78,16
0,2898,3,585,89,17,241,213
1,5023,3,975,84,6,14,143
1,3658,3,540,250,15,228,77
1,44,3,1105,85,15,73,169
1,3919,3,825,165,15,271,16
0,2175,3,470,195,15,10,170
0,5,3,1245,80,3,41,145
1,6952,3,958,49,12,204,149
1,2331,3,820,150,1,204,78
0,871,3,949,155,8,14,193
1,498,3,1180,150,15,150,109
1,647,3,460,277,14,83,213
0,1695,3,360,192,3,33,170
1,2036,3,530,90,15,25,170
0,2807,3,1060,165,16,209,132
0,5564,4,360,88,6,135,14
0,2472,3,815,123,16,132,144
1,2536,3,450,117,16,56,14
0,4485,3,890,125,10,156,83
0,658,3,380,108,2,210,253
0,282,3,794,67,3,157,150
0,2609,3,1175,159,16,94,181
0,6643,3,395,110,11,33,76
0,87,4,450,84,4,56,94
0,3915,3,675,115,10,273,204
1,1118,3,1135,130,15,89,151
0,2794,3,1020,110,10,114,78
0,1461,4,415,185,1,170,78
1,1081,3,1172,110,5,14,209
0,1187,3,612,155,8,184,170
0,6420,3,1174,96,12,77,167
0,405,3,765,205,1,131,78
1,441,3,595,75,15,213,238
0,371,3,360,174,3,156,102
1,253,3,1144,161,13,204,77
1,5066,3,755,53,6,14,119
0,1143,4,450,100,5,14,263
0,2198,3,720,75,15,56,43
1,2119,3,480,75,14,33,156
0,6483,3,1040,81,11,83,171
1,1128,3,1041,122,5,205,14
0,625,3,745,77,14,2,213
1,509,4,385,185,1,83,78
0,2845,3,510,99,17,89,213
0,1655,4,450,90,15,31,172
0,1203,3,935,88,14,43,58
0,305,3,794,67,5,32,256
0,868,3,1215,140,1,180,76
0,3900,3,725,125,10,204,20
0,4585,3,810,120,10,156,58
0,600,3,440,210,1,248,78
1,1330,3,555,130,1,274,78
0,2937,3,1195,65,10,78,8
0,6910,3,1305,72,12,77,2
0,525,3,937,148,8,43,271
0,4505,3,630,75,10,33,156
1,90,3,540,330,13,248,94
1,1545,4,450,100,5,76,83
1,4487,3,585,135,12,256,247
1,4250,4,410,135,10,18,204
0,3137,3,1195,129,16,132,154
0,1504,4,360,118,5,169,83
0,3805,3,555,129,0,174,239
1,292,3,845,300,15,150,223
1,434,3,525,124,8,14,181
0,2007,3,495,180,5,58,193
0,6489,3,560,158,11,69,78
1,2509,3,726,78,5,115,83
1,43,3,1042,118,8,172,14
0,4244,3,540,80,10,82,204
1,3012,3,1133,171,16,132,131
0,160,3,824,88,13,77,201
0,7307,4,420,150,6,33,83
1,1795,3,470,151,3,76,102
1,1115,3,565,85,15,172,193
1,3990,3,560,75,0,174,249
1,2365,3,525,350,5,151,125
0,2901,3,780,114,17,58,174
0,1334,4,452,94,5,14,229
0,3768,3,460,70,15,213,203
1,1299,3,695,120,5,256,151
1,1425,3,1030,100,15,56,31
1,136,3,680,218,2,12,210
0,1235,3,1280,190,1,78,259
0,40,3,1386,272,13,150,131
1,4262,3,810,140,10,228,204
1,667,3,500,120,15,126,271
1,1040,3,400,169,5,63,14
1,414,3,1065,90,15,150,257
0,1028,3,991,182,4,58,132
1,6991,3,364,132,12,25,204
1,6293,3,398,102,12,105,77
1,1279,3,1125,155,15,170,126
0,31,3,792,293,13,151,131
0,651,3,825,312,14,248,212
1,3088,3,717,108,16,169,56
0,1061,3,475,257,3,145,16
1,6275,3,800,58,12,247,109
0,2425,3,1050,129,5,43,14
0,378,3,410,61,4,239,132
1,2644,4,360,81,16,114,132
0,250,4,390,55,15,102,170
0,220,3,380,115,15,25,126
1,450,3,905,258,4,94,16
1,1656,3,780,70,15,253,151
0,2865,3,335,174,16,181,132
0,329,3,954,125,13,82,77
1,739,3,565,208,4,132,238
1,1863,3,972,166,5,76,193
0,1147,3,480,110,15,253,210
1,3880,3,930,165,10,204,132
0,1125,3,536,98,5,14,183
1,2697,3,905,55,15,126,239
1,2863,3,740,130,10,78,69
1,94,3,1076,206,14,193,213
0,202,3,677,220,13,151,194
0,1254,4,390,83,5,218,14
1,209,3,785,368,3,145,157
0,706,4,435,95,15,83,43
1,6226,3,762,43,12,248,257
0,5467,3,701,51,6,14,279
0,2178,3,675,178,16,228,132
1,331,3,583,279,13,204,247
0,6281,3,1309,139,12,77,231
0,4521,3,1030,97,12,256,257
0,1025,3,1000,76,5,240,14
1,4001,3,390,115,0,204,174
0,533,4,405,205,15,126,150
0,3238,3,475,150,15,172,156
1,2020,3,1085,75,15,32,210
0,3810,3,465,80,10,204,56
0,688,3,1090,198,2,253,16
1,3484,3,850,60,15,42,150
1,1006,3,560,70,15,77,2
1,620,3,1158,57,4,16,132
0,2935,3,1070,81,17,259,213
0,1456,3,615,142,14,76,170
0,4180,3,685,115,10,204,58
1,1509,3,650,70,15,259,150
1,3421,3,835,165,15,77,248
0,908,3,525,80,15,169,172
0,1781,3,1105,133,14,58,194
0,6599,3,930,176,12,77,247
0,442,3,990,128,13,204,20
1,3965,3,745,75,10,204,82
0,724,4,385,83,4,56,94
0,3030,4,390,59,16,66,132
0,1884,3,915,125,15,213,198
0,3667,3,430,90,15,144,205
0,803,3,1115,84,8,43,33
1,153,3,610,145,15,77,136
1,6,3,785,294,2,151,76
1,1216,3,1105,120,15,170,31
0,7127,3,1014,120,6,131,129
0,563,3,930,75,1,283,78
0,1179,3,605,119,14,102,58
0,6558,4,365,129,12,231,77
0,803,3,1140,105,15,253,213
0,4576,3,375,120,10,156,58
0,791,3,621,105,13,77,82
0,4152,3,370,60,10,19,204
0,1097,3,640,170,15,138,170
0,659,3,612,130,7,193,77
1,2698,3,485,195,15,20,102
0,1326,4,390,165,15,179,172
1,1103,3,630,88,14,43,58
1,2469,3,845,91,5,14,170
1,1021,3,495,127,14,156,58
1,700,4,370,190,1,78,156
0,7043,3,906,33,12,77,63
1,3879,3,788,95,0,14,107
0,6495,3,1230,252,11,145,132
0,672,3,785,155,2,247,77
1,840,3,720,244,13,151,204
1,6890,3,660,131,12,32,151
0,6440,3,1085,92,11,118,69
1,4222,3,1005,95,10,204,279
0,1573,3,655,181,5,156,174
1,2153,3,600,157,16,94,31
1,2010,3,930,80,15,169,172
1,2157,3,930,149,16,144,132
1,1687,4,365,150,15,263,77
1,178,4,395,80,15,43,33
0,524,3,1167,147,2,247,42
0,2458,3,390,154,16,94,31
1,1980,3,930,65,15,151,253
0,5060,3,927,56,6,129,14
0,1272,3,525,102,5,14,262
0,2588,3,510,327,5,14,257
1,1926,3,838,120,5,102,14
0,4077,4,365,140,10,0,204
0,311,3,475,279,13,94,77
0,920,4,420,131,3,204,33
0,5279,3,616,118,6,169,83
1,57,3,870,174,4,94,170
1,126,3,840,155,15,16,102
0,2384,4,360,55,16,251,132
0,4527,3,625,133,12,193,31
1,2101,3,960,183,5,33,14
0,108,3,30,202,2,12,247
0,508,3,550,43,9,158,199
1,2188,3,435,156,5,193,212
1,4013,4,350,95,10,154,204
0,6824,3,1146,69,12,226,248
1,6518,3,886,54,11,107,69
0,4206,3,485,65,10,60,204
1,4167,3,645,91,0,14,174
1,1093,3,510,160,15,43,102
0,333,3,840,165,1,156,204
0,2428,3,1100,160,5,170,83
1,769,3,595,75,15,56,43
0,550,3,1030,150,1,150,78
0,480,3,1265,87,14,213,42
0,3845,4,360,105,0,18,83
1,1955,3,935,70,15,172,83
0,562,3,635,116,13,248,210
0,492,3,1045,95,1,78,263
0,46,3,1310,313,13,199,151
0,375,3,385,120,14,145,58
1,4107,3,505,75,10,204,59
1,411,3,505,100,15,33,212
1,779,3,1340,285,8,14,150
1,6468,3,1305,62,12,77,65
1,4760,3,780,104,12,222,256
0,355,3,794,155,8,156,14
1,4439,3,1035,91,12,193,188
1,5387,3,360,80,6,114,14
1,1232,3,420,221,5,256,83
0,623,3,985,143,2,150,210
1,2243,3,690,144,5,94,14
1,733,3,449,240,4,156,132
1,5939,3,1102,58,16,214,204
0,2699,3,910,62,16,94,43
0,134,4,395,140,15,238,77
1,6298,3,1082,202,12,248,78
1,3773,3,1085,135,10,77,204
0,727,3,535,150,8,181,78
0,22,3,1365,69,3,145,268
1,118,3,725,180,4,94,271
0,1334,3,452,94,5,14,229
1,1429,3,706,84,14,58,14
0,40,3,1020,50,2,7,12
1,1333,3,1140,55,15,150,203
0,2468,3,1375,279,5,247,14
0,1075,4,400,90,15,239,89
1,7797,3,474,72,12,256,266
1,4138,3,1175,105,10,216,204
0,2901,3,1015,209,16,205,132
0,1946,3,790,60,1,180,271
0,521,4,420,170,3,94,170
1,528,3,360,280,1,151,180
1,6490,3,780,85,12,151,231
1,326,3,1035,55,15,271,209
0,2578,3,375,120,5,238,256
1,5935,3,481,48,16,204,115
1,1920,3,1070,90,15,172,193
0,2105,3,770,148,16,132,117
1,50,3,1185,165,3,102,145
0,2029,4,400,217,5,257,193
0,47,4,405,65,2,12,7
0,3659,3,1185,125,10,180,118
0,5286,3,635,140,6,76,191
1,895,3,1070,185,15,31,77
1,2503,3,840,178,5,83,102
1,1011,3,650,66,3,33,145
0,234,3,879,104,3,157,256
0,7050,3,677,91,12,77,108
0,3314,3,375,165,10,107,78
0,3247,3,1050,70,10,78,159
0,3309,4,425,75,15,42,257
0,3260,3,765,170,10,74,78
1,30,3,810,55,15,126,73
0,318,3,1340,70,8,14,58
0,564,3,1325,109,8,14,30
0,2856,3,660,69,17,213,101
0,2530,3,1170,335,1,180,150
0,4940,3,330,147,6,201,14
1,484,3,615,70,15,150,213
0,1268,3,764,177,5,223,14
1,5533,3,633,112,6,211,14
0,2094,4,420,113,5,183,14
0,6723,4,455,238,12,16,248
1,1006,3,420,110,15,32,77
0,3807,3,735,52,0,83,168
0,107,3,790,276,13,204,151
0,279,3,849,31,9,147,199
1,7005,3,650,45,12,204,117
0,1185,3,470,240,15,194,150
1,2933,4,370,76,17,2,213
0,2125,3,750,119,5,43,14
0,3027,3,1100,65,16,132,128
0,2796,3,620,72,5,193,181
0,75,3,1013,85,3,268,145
1,1109,3,995,140,15,150,210
1,748,3,1121,182,3,255,170
0,6306,3,935,117,11,83,82
0,334,3,915,37,9,125,199
0,6231,3,795,36,12,210,91
0,2448,4,420,85,16,159,132
0,156,3,454,37,9,125,199
0,843,3,525,95,15,179,43
1,1590,3,815,63,5,14,240
0,525,3,1310,121,13,77,213
1,2462,3,810,330,5,151,145
0,202,4,430,285,1,151,180
0,347,3,1090,165,1,156,204
1,782,4,445,240,15,151,172
0,2847,3,1255,70,17,213,285
1,1689,3,685,170,1,212,180
0,1587,3,1105,121,14,212,58
1,712,3,605,195,1,78,156
1,61,3,830,239,4,94,132
0,1144,3,1233,150,5,14,179
1,425,3,1015,150,15,170,212
0,231,3,420,117,3,256,157
0,5075,3,375,133,6,171,14
1,1250,3,954,115,8,170,154
1,7776,3,913,67,12,230,256
1,807,3,420,320,14,76,213
0,522,3,470,145,2,247,42
0,3672,3,705,117,0,152,174
0,4680,3,692,115,12,256,91
0,6268,3,926,79,11,67,83
0,581,3,517,198,13,77,131
0,18,3,1050,166,14,247,213
1,1109,3,895,82,14,58,144
1,304,3,585,377,4,94,210
1,46,3,1200,95,15,2,150
0,1626,3,375,100,14,58,156
0,6832,3,380,88,12,241,248
0,1473,3,788,80,5,181,193
1,7135,3,609,90,6,52,131
0,654,4,360,130,1,213,78
1,5612,3,370,68,6,173,14
0,1450,3,60,181,5,150,193
1,177,3,1079,401,1,145,248
1,5373,3,925,130,6,14,268
0,504,3,505,162,2,247,259
1,1710,3,720,125,5,78,14
1,2620,3,1000,110,15,253,213
0,3894,3,610,112,0,193,74
0,5550,3,815,54,6,14,9
0,2156,3,930,70,5,83,136
0,1441,4,435,75,15,151,198
0,7107,3,1167,84,6,156,131
1,4647,3,700,95,10,228,156
1,2664,3,530,74,16,94,20
0,2831,3,1260,46,17,213,274
1,2714,3,975,180,10,240,78
1,27,3,930,383,13,145,151
1,1138,3,820,75,15,144,25
0,605,4,420,95,15,77,256
0,5436,3,1022,68,6,185,174
1,170,3,686,109,8,236,14
0,43,3,505,161,13,132,77
0,876,4,395,135,1,204,33
0,1223,3,510,110,5,14,236
1,2903,3,885,80,15,73,194
0,3939,3,360,105,10,31,204
0,181,3,525,60,15,128,126
1,929,3,920,275,13,204,247
1,1489,3,740,125,5,181,14
0,614,3,965,180,1,180,156
0,1894,3,585,90,1,248,151
1,1183,3,800,150,4,94,204
1,4601,3,490,56,12,134,256
1,86,3,360,175,14,201,213
0,6628,3,420,131,11,78,69
0,200,4,395,255,15,43,77
0,6314,4,360,65,12,53,248
0,7119,4,370,80,6,233,131
1,2827,3,1067,43,17,213,274
0,4488,3,395,100,10,67,156
1,1777,3,1155,133,5,204,14
1,6443,3,658,192,12,200,151
1,1772,3,845,170,1,180,145
0,6517,4,388,95,12,274,151
1,552,3,1135,102,13,131,33
0,262,3,510,72,13,131,228
0,5316,4,360,44,6,68,14
1,828,3,1060,226,13,77,94
1,1202,3,1010,160,15,20,172
0,1021,3,410,85,15,172,31
1,2299,3,1000,125,5,14,83
0,6956,3,1170,146,12,77,129
0,6534,3,686,100,12,77,134
1,65,3,939,81,3,233,145
1,1649,3,795,190,1,78,203
0,4726,3,1297,102,12,256,176
0,6621,3,379,86,11,154,83
0,80,3,678,117,8,102,14
1,1241,3,720,159,14,212,271
0,6604,3,447,98,12,256,77
0,2607,3,425,102,17,171,58
0,6325,3,741,45,12,238,151
1,5416,3,575,101,6,155,14
1,740,3,607,160,13,77,194
1,6573,3,769,56,12,123,77
0,2583,3,500,265,5,14,256
0,343,3,615,110,15,151,89
0,3360,3,995,80,10,66,78
0,3929,3,560,74,0,193,97
0,7238,3,360,135,17,204,144
1,5933,3,499,107,16,204,159
0,6320,3,1135,86,11,14,118
1,3044,3,955,139,16,201,132
0,2980,4,455,110,15,198,213
1,4155,3,1175,104,0,14,211
1,6632,3,610,107,12,77,249
0,650,4,360,94,13,20,131
0,603,3,420,160,2,150,247
1,882,3,965,138,13,204,33
0,709,3,1065,282,4,132,210
0,490,3,955,105,14,213,77
1,2586,3,480,133,16,132,136
0,4011,3,775,165,10,144,204
0,377,3,854,162,8,181,271
1,208,3,730,180,5,180,145
1,1784,3,980,110,5,14,131
1,1795,3,1075,218,4,132,151
0,2918,3,1365,60,10,78,126
1,910,3,1070,79,14,58,43
0,47,3,405,65,2,12,7
1,1691,3,665,75,15,172,56
1,4011,3,625,49,0,149,83
1,4370,3,1140,110,10,204,178
0,5597,3,507,71,6,9,14
0,628,3,827,238,13,238,204
0,720,3,665,195,1,78,156
0,729,3,415,65,15,213,150
0,3081,4,373,77,16,40,94
1,5136,3,420,97,6,99,14
0,102,3,875,85,15,248,238
1,963,3,600,105,15,172,25
0,2622,3,705,85,17,58,131
0,6531,3,1259,61,12,243,248
0,807,3,920,70,4,78,132
0,2903,4,420,140,10,281,78
1,1677,3,1140,65,15,150,151
0,1105,3,1090,182,14,58,78
0,1716,3,525,178,5,77,14
1,1124,3,655,140,15,150,200
0,777,3,800,112,7,77,150
0,5014,3,590,149,6,14,127
1,1427,3,830,80,15,172,31
0,2684,3,633,146,5,180,76
0,1041,3,950,49,17,125,140
0,1039,3,1020,47,17,140,125
1,6399,3,360,88,12,204,169
0,699,3,420,67,2,109,247
0,2793,3,465,150,10,105,78
0,73,4,455,107,2,146,12
0,6963,3,1175,102,12,77,188
1,2800,3,1197,94,16,132,283
0,4883,3,1139,169,12,16,256
1,166,3,495,247,4,247,132
0,5953,3,1230,90,16,204,169
0,1576,3,375,228,4,253,132
0,5141,3,360,80,6,92,14
0,3705,3,504,156,0,24,83
1,2901,3,1110,70,10,78,152
0,2173,3,720,71,14,156,76
0,3248,3,1000,50,10,116,78
0,1072,3,1045,95,15,2,73
1,5066,3,551,74,6,281,14
0,4161,3,480,88,0,136,174
1,570,3,1140,95,15,150,248
1,876,3,947,146,8,193,14
0,617,3,939,275,13,204,259
1,2833,4,405,47,17,274,213
1,7261,3,1320,77,17,131,58
0,1241,4,415,205,1,216,78
1,4289,3,1035,110,10,50,204
1,3356,3,575,130,10,78,69
0,2685,4,415,170,5,156,170
1,3884,3,724,91,0,268,83
1,525,3,900,55,15,16,73
1,1551,3,1135,155,1,156,31
0,4820,3,465,70,12,151,150
1,1972,3,725,113,14,236,58
0,7287,4,360,143,17,205,204
0,4604,3,830,83,12,256,77
0,6301,3,701,50,12,151,222
0,1467,3,400,100,1,194,78
1,595,3,1012,104,13,201,77
1,678,3,705,70,15,238,150
0,5475,3,1046,49,6,68,14
0,572,3,455,85,15,259,248
1,16,3,825,65,15,150,151
0,1840,3,1291,325,5,158,151
1,2163,3,1080,94,16,273,132
1,2976,3,1275,113,16,132,169
1,4220,3,620,90,10,204,31
1,1377,3,1265,260,1,204,247
0,3755,3,515,109,0,83,235
1,2397,3,805,50,15,73,16
0,4136,3,1020,145,10,145,136
1,3394,3,715,190,15,238,169
1,2088,3,651,84,16,167,132
0,336,3,805,39,9,125,199
1,539,3,925,180,1,170,78
1,12,3,530,316,2,247,33
0,966,3,559,101,14,76,58
0,2142,4,443,187,16,200,94
0,2528,4,365,119,16,179,56
0,2706,3,375,85,15,89,16
0,4621,3,921,88,12,256,231
1,1352,4,455,130,15,256,198
1,192,3,1240,64,2,96,12
0,2044,3,1110,86,14,76,33
0,2658,3,675,75,17,31,58
0,473,3,994,136,13,43,204
0,636,3,750,163,2,247,213
0,2589,4,400,92,5,72,14
1,1128,3,1235,100,15,16,89
1,3787,3,1030,123,0,242,14
1,2679,3,485,154,16,94,144
1,2837,3,577,162,5,14,239
0,3941,3,1275,125,0,145,233
0,1637,3,390,185,1,170,204
1,158,3,1375,255,13,248,204
0,1985,3,350,114,5,74,14
1,393,3,718,236,13,204,213
0,4579,3,945,125,10,156,58
1,872,3,665,146,8,193,14
1,864,3,1130,255,15,43,77
1,540,3,760,240,15,213,216
0,2065,4,435,175,5,20,14
0,704,3,625,102,8,74,14
0,1877,3,1360,190,1,78,150
1,4142,3,730,85,10,204,216
1,34,3,810,60,4,16,132
0,2405,3,350,115,5,212,83
0,2288,3,1199,133,16,132,74
1,2254,3,498,61,16,132,39
0,1599,3,1319,107,5,14,216
1,741,3,420,157,3,170,255
1,1171,3,1046,127,5,216,14
0,2707,3,1095,82,16,159,132
0,1055,3,1185,120,5,83,193
0,1775,3,975,190,5,156,174
1,2231,3,360,77,16,143,132
0,6512,3,455,126,12,151,63
0,1092,3,385,169,5,271,83
0,5146,3,1125,57,6,14,177
1,1202,3,800,185,15,102,20
1,3718,3,350,65,0,90,83
0,1805,3,1100,85,1,283,78
0,7351,3,1301,139,6,14,200
1,5907,3,1250,116,16,204,133
0,2727,3,405,66,17,222,213
1,24,3,425,325,1,248,145
0,1916,3,495,190,1,78,20
1,150,3,998,257,13,248,204
0,4007,3,830,93,0,174,73
0,1522,3,1435,240,1,248,204
1,7278,3,700,156,17,144,204
1,4031,4,410,115,10,178,204
1,7764,3,485,67,12,256,215
1,1636,3,525,165,15,200,43
1,2785,3,710,175,15,102,212
0,4454,3,840,160,12,100,193
0,982,3,880,170,14,58,193
0,132,3,381,234,13,210,204
0,9,3,620,60,15,126,194
0,2546,3,505,150,1,170,145
1,404,3,1180,55,15,271,102
0,282,3,890,75,15,248,151
0,1991,3,590,100,5,14,271
0,6634,3,581,108,12,201,77
0,3254,3,1010,70,10,78,126
0,2731,3,360,165,10,69,78
0,1546,3,1015,165,1,259,78
1,527,3,550,176,3,94,170
0,6617,3,505,63,11,117,83
0,262,3,503,143,7,77,259
0,1011,3,570,35,17,125,199
0,1510,3,450,97,14,58,212
0,297,3,995,365,1,151,125
1,5920,3,1197,74,16,56,131
1,2026,3,445,121,16,132,263
0,1642,3,695,105,15,126,31
0,4211,3,390,75,0,263,174
0,377,3,1040,75,15,89,213
0,674,4,335,185,1,204,180
1,364,3,1180,150,1,78,209
0,2265,4,450,160,1,212,204
0,2939,3,1160,110,10,78,214
1,748,3,880,130,15,126,170
0,2914,3,723,92,17,22,213
0,4583,3,665,114,10,58,156
1,720,3,585,163,4,77,56
0,1915,4,375,80,15,20,43
0,6529,3,415,177,12,89,204
1,1027,3,575,95,15,169,73
1,779,4,390,140,15,43,170
0,3205,3,520,120,10,78,246
1,1044,3,980,149,14,271,212
0,1223,3,645,195,1,102,78
0,2205,3,360,120,5,172,14
0,1231,4,420,185,15,138,271
1,1758,3,1060,165,4,132,76
0,637,3,965,130,1,180,194
1,1094,3,660,70,15,213,89
1,722,3,1235,170,15,170,172
1,1613,3,810,280,1,204,248
1,15,3,550,365,9,238,125
0,6598,4,442,43,12,248,257
1,1876,3,1120,175,1,180,156
1,3074,3,1050,50,15,170,236
0,1530,3,885,120,5,14,83
0,4948,3,1055,111,6,14,56
1,1210,3,725,125,1,204,33
1,838,3,1075,120,15,77,213
0,465,4,420,190,15,238,169
0,1028,3,1040,120,1,77,78
0,35,3,805,65,15,159,73
1,1600,3,1095,100,15,33,43
0,2384,3,500,85,15,31,228
1,1765,3,475,230,1,131,255
0,1695,4,360,192,3,33,170
1,755,3,500,80,15,223,43
0,1839,3,470,60,1,78,239
1,1447,4,360,167,5,156,14
0,37,3,397,369,13,170,248
0,754,3,675,225,2,247,263
1,1329,3,1230,87,3,33,43
0,6374,3,367,88,12,222,248
0,1407,3,875,81,5,174,194
1,1605,3,500,175,5,83,170
0,6763,3,910,86,11,145,268
1,6997,4,360,44,12,181,204
0,934,4,420,343,13,125,151
0,747,3,730,171,4,204,132
0,2081,4,360,137,16,63,132
1,921,3,1145,165,15,43,236
1,2930,3,1090,55,10,78,251
0,677,3,480,175,2,77,247
0,2849,3,1068,102,16,205,56
0,6253,3,462,235,12,239,248
1,2463,3,885,93,5,228,14
0,1154,3,965,146,8,136,236
1,2931,4,365,118,5,156,83
0,544,3,1200,111,13,248,210
1,533,3,405,205,15,126,150
1,7392,3,1170,90,6,69,76
1,1497,3,745,155,15,102,43
1,675,3,810,240,15,172,213
1,1594,3,1020,225,15,77,33
0,1006,4,48,220,5,151,194
0,5292,3,745,115,6,191,76
0,2630,3,420,166,5,193,33
1,4651,4,445,74,12,193,201
1,4710,3,500,168,12,78,256
1,589,3,1000,55,1,78,200
1,340,3,615,125,8,14,212
0,2165,3,808,74,16,36,132
1,4483,3,800,75,12,193,82
0,2883,3,1080,70,10,78,126
1,3964,3,365,90,0,10,145
1,1559,3,710,169,14,212,102
1,1845,3,720,145,1,180,255
0,253,3,700,322,14,212,213
0,766,3,240,169,3,35,170
1,6276,3,390,79,11,67,83
1,2670,3,538,123,5,14,104
1,3773,3,1010,50,15,271,144
1,698,3,684,136,3,102,76
0,4469,3,625,80,10,145,76
1,352,3,687,234,13,247,204
1,6627,3,619,168,12,191,77
0,5050,3,940,56,6,83,46
1,497,3,1081,164,13,204,132
1,5223,3,763,76,6,272,14
0,5346,3,835,135,6,201,14
1,3896,3,1175,140,0,83,105
0,3276,3,905,120,10,82,78
0,1831,4,430,330,15,43,150
0,410,3,360,144,13,257,77
1,9,3,1118,247,13,43,77
0,204,3,925,127,13,247,248
1,4314,4,420,114,0,83,205
1,354,3,610,145,15,198,77
0,1696,3,430,144,14,132,58
0,1827,3,915,65,1,16,78
1,337,3,1250,133,3,131,170
0,4698,3,778,73,12,65,256
1,2181,3,900,100,15,231,213
1,18,3,825,112,5,83,156
1,1558,3,15,222,14,213,58
0,537,3,479,410,13,33,248
0,7037,4,378,69,12,65,77
0,896,3,787,119,13,204,131
1,1426,3,1045,374,4,94,238
1,2561,3,615,150,5,212,14
0,6408,3,901,87,12,91,248
0,7790,3,823,71,12,256,266
1,922,3,700,210,15,213,136
0,49,3,720,267,14,150,76
1,365,3,650,123,14,213,257
0,2944,3,1105,70,10,167,78
1,6356,3,1132,111,11,174,228
1,12,3,540,60,15,126,73
0,5412,3,515,125,6,14,251
0,635,3,362,139,13,228,204
1,1214,3,1200,92,5,194,14
0,285,3,985,355,1,151,158
0,862,3,640,80,15,172,31
0,4794,3,365,104,12,203,256
0,5490,3,969,102,6,155,14
0,2423,3,990,114,16,25,132
1,2710,3,1260,70,16,76,94
1,2991,3,1120,205,5,174,256
0,265,3,1110,34,9,199,125
1,1566,3,1227,141,5,14,223
0,586,3,795,71,14,213,150
0,620,3,855,65,1,78,239
0,27,3,670,92,14,213,151
0,903,3,815,80,15,126,200
1,1439,3,1079,80,3,248,157
0,647,3,675,78,14,213,203
0,975,3,875,50,14,58,228
0,6843,4,346,32,12,84,70
1,2406,3,960,69,16,73,132
1,6382,4,421,92,12,248,32
0,629,3,1108,132,13,76,204
0,1157,3,435,163,4,94,204
1,4742,3,940,92,12,225,193
0,2751,4,405,95,10,249,78
1,1383,3,850,140,15,77,136
1,1053,3,765,120,5,169,14
1,3847,3,764,91,0,233,83
1,704,3,435,194,1,78,156
0,1367,3,1205,70,1,78,132
0,3660,3,1105,170,10,136,180
0,843,3,1090,177,7,77,247
1,2719,3,390,60,16,116,132
0,1465,4,440,82,14,223,212
0,7134,3,1160,90,6,83,131
0,1218,3,905,95,1,78,25
