Flight,DayOfWeek,Time,Length,Airline_encoded,AirportFrom_encoded,AirportTo_encoded,Delay
344,3,850,123,3,21,47,0
1192,3,620,240,4,5,40,1
2364,3,845,325,4,11,15,1
1664,3,730,70,17,202,15,1
1127,3,390,55,17,73,50,0
1539,3,960,119,4,88,7,0
5400,3,1035,137,10,200,7,1
51,3,1225,50,17,162,72,1
2927,3,580,135,17,23,68,1
448,3,420,396,0,14,18,1
5239,3,970,83,10,54,103,1
615,3,465,71,0,102,2,0
1223,4,370,82,1,90,40,0
2738,4,390,175,14,120,2,0
6850,3,519,79,7,110,6,1
1979,3,574,120,4,54,100,1
7336,3,1099,147,10,38,5,1
957,3,510,70,17,38,37,0
2189,3,1155,239,4,130,10,1
470,4,445,228,0,14,38,0
196,3,925,120,17,6,60,1
2049,3,925,70,17,4,66,1
118,3,451,42,6,11,16,0
4148,3,460,66,8,136,49,0
1440,3,910,300,17,137,47,1
1197,3,1125,65,2,71,56,1
1448,3,1300,106,4,130,25,1
3722,3,1164,106,8,54,75,1
1554,3,860,261,4,2,7,1
725,3,360,113,4,0,10,0
2812,3,920,95,17,137,43,1
1994,3,485,279,4,1,9,0
525,3,1027,268,13,14,24,1
598,3,865,85,17,133,33,1
787,3,1125,250,2,83,2,0
684,4,340,134,4,73,7,0
1648,4,405,185,2,228,2,0
4328,4,420,103,8,25,70,0
1400,3,1200,88,1,108,49,1
1032,3,1099,101,4,228,10,0
507,4,396,158,13,65,2,0
961,3,590,75,17,1,46,0
6238,3,1247,78,7,4,135,1
4403,3,895,110,14,82,42,1
457,4,420,65,2,22,19,1
6357,3,1300,46,7,6,260,1
4948,3,890,101,10,240,7,1
5900,3,1052,86,11,136,6,1
2176,3,565,134,11,102,83,0
2423,3,870,90,2,65,43,1
73,3,1155,175,4,82,7,1
4087,3,1200,125,8,82,92,0
337,3,1010,136,15,53,7,1
3748,3,360,85,14,65,4,0
1762,3,370,155,17,133,24,0
4080,3,575,120,14,65,163,1
605,3,380,80,0,84,0,0
3457,3,705,180,14,64,2,1
2623,3,785,190,4,25,13,1
751,3,935,171,1,53,19,0
2653,3,965,189,12,108,62,0
1334,3,880,245,2,187,35,0
149,3,422,286,13,65,18,1
5414,4,415,93,10,88,35,0
6679,3,1287,51,7,0,133,0
339,3,456,283,13,15,24,0
954,3,1155,75,17,72,52,1
980,3,501,246,13,65,33,0
5929,3,884,110,11,45,6,1
1812,3,1260,129,0,102,109,0
717,3,950,121,13,6,33,0
4193,3,1175,135,14,56,6,0
2709,3,555,149,4,136,37,1
1091,4,400,110,17,197,55,1
2298,3,935,130,11,102,70,0
2524,3,845,245,17,133,48,1
1820,3,725,65,2,102,2,0
22,3,765,242,3,21,6,0
2862,3,860,110,14,71,79,0
493,3,915,147,1,55,12,0
558,3,702,158,5,23,108,1
678,3,660,132,13,65,25,0
1785,3,675,123,1,108,86,1
226,3,495,145,17,22,22,1
73,3,382,103,13,205,18,0
2927,3,385,72,11,88,51,1
1047,3,890,29,12,225,11,0
5059,3,1070,93,10,19,7,0
2655,3,435,80,17,60,33,1
5330,3,860,73,10,216,7,1
28,3,830,310,2,11,18,0
2948,3,1135,69,11,16,51,0
5051,3,780,75,10,41,7,0
1937,4,435,101,1,15,22,1
1817,3,840,200,4,54,24,1
2524,3,1240,170,17,137,61,1
549,4,450,195,2,72,6,0
2363,3,1020,394,4,82,15,1
7135,3,481,101,10,129,153,0
4303,3,855,60,8,171,90,0
512,3,870,159,3,21,63,0
2697,3,715,70,17,41,86,1
282,3,1190,85,17,125,50,0
1721,3,1190,161,4,130,76,1
2648,3,450,67,12,4,15,0
1263,3,530,280,5,15,62,0
944,3,995,145,17,31,33,1
738,3,1155,100,17,18,24,1
2939,3,345,120,4,88,7,1
353,3,875,38,6,11,23,0
4077,3,365,140,14,115,6,0
1422,4,410,100,17,205,18,0
107,3,851,124,16,25,24,0
2289,3,1100,130,11,102,55,1
6611,3,695,111,7,6,12,0
6300,3,360,59,7,94,15,0
231,3,880,173,16,44,24,0
962,3,680,208,1,6,22,0
2988,3,828,72,11,106,51,0
5050,3,1029,70,10,62,5,1
4388,3,540,87,8,130,114,0
818,3,1055,250,17,23,24,1
778,3,780,145,17,202,24,1
5904,3,540,120,11,65,121,1
4360,4,400,82,8,226,4,0
907,3,1025,292,13,65,18,0
4992,3,770,79,10,247,7,0
30,3,890,105,17,197,55,1
2103,3,360,160,2,129,19,0
1762,3,555,179,0,25,0,0
1026,4,425,95,2,71,43,0
3150,3,690,70,17,101,41,1
821,3,575,275,17,4,37,1
134,3,995,130,17,23,41,1
1506,3,1160,124,0,102,76,0
771,3,790,330,17,30,33,1
5552,3,950,55,10,54,44,0
6237,3,999,88,7,4,135,0
694,3,1260,119,13,65,25,0
227,4,430,208,15,4,30,0
2152,3,1080,89,4,38,7,0
460,3,600,154,3,21,15,0
1659,3,1007,102,4,128,7,1
2388,3,510,134,11,124,0,0
6575,3,516,79,7,0,106,1
4619,3,535,110,14,83,42,1
660,4,435,145,15,146,7,0
6733,3,690,139,7,6,54,0
755,3,1080,268,3,128,3,0
6509,3,486,95,7,60,15,1
639,3,1235,175,0,183,39,1
6881,3,556,156,7,6,21,1
5989,3,761,44,11,61,6,1
449,3,460,145,13,34,6,0
719,3,1095,93,1,53,35,1
1656,3,610,75,17,166,8,1
6370,3,1130,85,7,7,18,0
7802,3,660,61,7,5,167,0
1871,3,520,102,4,5,12,1
541,3,1030,65,17,2,64,0
4826,4,390,145,7,26,10,0
1624,3,1140,80,17,6,109,0
1212,4,425,86,5,101,35,1
642,3,733,160,15,16,24,0
1013,3,1030,80,17,112,24,1
6327,4,420,101,9,108,27,0
3915,4,450,105,17,162,49,1
1563,3,395,150,0,132,0,1
1472,3,700,125,2,71,7,0
4390,3,625,84,8,130,241,1
614,3,760,70,1,4,12,0
671,3,377,138,13,1,18,0
1558,3,1300,322,4,11,15,0
2833,3,475,115,14,71,104,0
2189,3,980,120,4,53,5,1
6228,4,453,116,7,125,24,0
2696,3,800,65,12,2,33,0
6602,3,503,128,9,88,52,0
134,3,522,263,13,0,6,0
50,3,861,250,15,2,7,0
238,3,1331,281,13,205,20,1
18,3,525,322,3,21,13,1
1918,3,950,170,2,23,6,1
639,3,1259,71,1,1,46,1
2832,3,1195,62,4,5,262,1
2749,3,545,135,14,71,124,0
484,3,775,105,17,1,24,1
2921,3,410,115,4,135,4,0
211,3,650,95,17,205,21,1
1811,3,510,98,1,15,22,0
386,4,427,168,13,21,24,0
1657,3,965,210,2,82,19,1
7768,4,360,73,7,181,10,0
6709,3,1230,95,9,136,60,0
687,3,1145,94,13,65,4,0
398,3,1145,78,13,65,27,1
3203,3,390,75,14,71,71,0
359,3,1055,207,0,88,0,0
962,3,1085,90,17,6,10,1
1409,3,1230,60,17,233,33,1
1430,3,1194,101,1,108,127,1
2038,3,805,65,17,137,68,1
2847,3,1200,159,4,83,7,1
339,3,750,70,17,205,33,1
1912,3,425,140,2,1,2,0
1402,3,420,122,4,23,26,0
2114,3,360,62,1,83,35,1
7349,3,375,93,10,84,26,0
345,3,781,134,15,53,7,1
1819,3,1195,314,4,130,15,1
217,3,540,368,13,129,18,1
1478,3,1150,169,4,171,35,1
2465,3,805,265,2,15,2,1
3919,3,830,61,8,130,276,1
1454,3,900,166,1,28,22,0
2431,3,665,154,11,135,0,1
1046,3,1045,153,0,102,6,1
4388,4,375,108,8,129,5,1
572,4,435,158,5,86,108,0
107,4,350,83,5,101,9,0
3740,3,625,102,8,130,239,1
1566,3,1055,85,17,55,21,0
1155,3,1312,71,4,54,52,0
1757,3,795,121,0,102,7,0
3311,3,890,145,17,6,49,1
4464,3,1191,80,7,5,145,0
1493,3,562,121,4,14,5,1
1832,3,1215,164,2,65,85,1
5921,3,1126,149,11,34,6,0
338,3,1003,111,13,166,24,0
237,4,415,353,13,85,18,0
58,3,604,291,13,65,18,1
1402,3,715,150,5,73,37,1
368,3,790,280,17,53,24,1
9,4,450,77,0,15,39,1
382,3,610,120,2,65,25,1
1238,3,525,235,2,21,6,0
62,3,865,319,13,225,18,0
411,3,815,200,2,71,63,0
1839,4,395,120,17,129,48,0
2223,3,85,270,4,3,10,0
112,3,525,65,17,1,83,0
967,3,485,130,17,72,86,0
916,3,1210,140,17,6,61,1
196,3,1135,37,6,11,14,0
4614,3,625,97,7,6,10,1
1523,3,988,140,4,15,5,1
3045,3,920,134,11,14,70,0
1320,3,375,165,17,4,3,0
771,3,970,95,17,4,47,1
3346,3,725,150,14,138,2,0
1413,3,1110,55,17,126,168,0
578,3,1050,80,17,127,15,1
2984,3,680,68,4,25,30,0
1063,3,515,270,2,65,15,1
2366,4,430,143,4,38,25,0
3130,4,410,63,11,88,39,1
695,3,945,270,2,82,62,0
1565,3,1105,179,1,53,37,1
2601,3,555,179,12,108,62,1
1879,3,585,65,2,23,19,1
835,3,415,173,13,15,6,0
4744,3,992,103,7,133,10,1
6276,4,430,80,7,233,18,0
1083,4,390,210,2,129,2,0
316,3,1070,69,15,54,1,0
102,4,305,49,6,11,17,0
4782,3,1220,90,7,0,15,0
7005,3,782,59,7,106,6,1
4260,3,360,140,14,30,6,0
5364,4,375,76,10,48,26,1
406,3,845,309,5,205,35,0
5,3,1135,119,1,65,22,0
1820,3,840,150,2,71,73,0
2054,3,330,75,4,40,7,0
633,3,555,400,5,15,18,0
3050,3,1165,119,11,102,52,1
1584,3,1040,70,17,101,41,1
1289,3,1165,105,5,15,95,1
2978,3,420,85,12,0,33,0
822,3,1240,92,15,15,41,0
2521,3,615,197,4,83,85,0
878,3,545,335,3,193,3,0
1154,3,720,100,0,15,39,1
653,3,900,120,17,44,22,1
1134,3,430,85,4,25,100,0
2989,3,1145,135,17,22,73,1
362,3,1100,51,6,11,17,0
2730,3,455,175,11,102,12,0
3755,4,360,120,8,116,5,1
2639,3,1350,133,12,108,65,0
3479,3,505,70,14,71,65,0
4364,3,1255,75,14,65,27,0
1165,3,435,97,4,131,7,0
2372,3,1090,70,17,196,33,1
1415,3,420,185,4,39,5,0
303,3,430,304,4,22,10,0
17,3,790,355,0,14,15,1
561,3,400,104,15,156,7,0
2606,4,445,91,11,102,26,0
1163,3,830,92,1,85,1,0
3903,3,965,113,8,34,5,1
2337,3,940,155,2,65,2,1
2511,3,580,150,4,54,2,1
719,3,978,168,13,15,6,0
767,3,810,65,17,197,56,1
2364,3,1040,145,2,71,6,1
430,3,970,95,17,22,90,1
3362,3,970,65,14,107,2,0
2751,3,405,95,14,113,2,0
1224,3,780,95,4,127,10,1
328,4,370,83,4,159,7,0
2488,3,1202,117,11,108,39,0
6396,3,808,69,7,0,87,1
1117,3,590,145,17,162,48,1
2097,3,730,112,4,54,19,0
701,4,360,218,5,82,38,0
1575,4,425,115,4,135,7,0
1091,3,1010,113,4,5,63,0
762,3,400,70,0,28,0,0
1076,3,425,225,17,162,15,1
684,4,380,126,15,45,7,0
6255,4,440,69,7,0,87,1
237,3,1115,165,3,205,8,0
1649,3,1305,328,4,54,18,0
922,3,926,132,15,54,43,0
2721,3,1065,50,14,71,217,0
167,3,985,65,17,112,50,1
863,3,795,175,17,137,85,1
4026,4,360,125,8,87,5,1
383,3,673,49,6,214,11,0
3044,3,1250,68,7,16,79,1
319,3,375,130,16,88,30,0
462,3,720,148,3,21,15,0
4573,3,610,180,14,141,25,1
864,3,400,126,1,38,22,0
648,3,715,173,3,21,66,1
6546,3,433,61,7,55,106,0
1978,3,940,148,1,102,1,1
812,3,373,133,13,173,24,0
30,4,420,320,3,55,35,0
1539,3,1255,70,2,65,60,0
3980,3,1145,104,8,171,114,0
2346,3,755,135,2,71,6,0
2903,3,589,94,12,1,172,1
4973,3,510,97,10,147,7,0
1810,3,510,135,2,71,1,0
6739,3,1303,102,7,6,55,0
2758,3,989,106,11,125,0,0
224,3,531,83,13,129,59,0
961,3,625,75,17,7,47,1
3056,3,1140,95,17,184,41,0
3004,3,775,153,11,102,30,0
553,3,985,125,17,137,59,1
759,3,425,70,17,202,46,0
6283,3,1251,53,7,13,15,0
3754,3,648,81,8,130,248,0
586,3,1245,167,5,72,108,1
5198,3,970,135,10,54,108,1
2048,3,600,108,4,130,25,1
1123,3,420,158,1,25,1,0
1602,3,360,100,2,125,2,0
6310,3,1235,50,7,2,177,1
2285,3,1037,107,11,184,51,1
2345,3,565,187,11,14,60,0
1244,4,430,172,15,119,13,0
4950,3,608,82,10,206,7,0
706,3,840,122,1,65,22,0
5448,3,789,76,10,48,7,0
9,3,450,77,0,15,39,0
1433,3,500,83,4,108,7,1
697,3,375,70,17,107,62,0
552,3,360,315,2,0,19,1
6557,3,1075,183,9,82,6,0
5280,3,1010,68,10,141,26,0
530,3,1260,130,2,71,76,0
1406,3,360,125,2,18,2,0
2100,3,830,150,4,54,35,0
3703,3,1060,125,14,65,7,0
359,4,360,161,15,83,7,0
302,3,570,230,1,1,1,0
4618,3,955,89,7,6,10,0
1561,3,840,147,4,53,7,0
4341,3,460,115,14,65,95,1
3832,3,683,95,8,35,26,0
1007,3,1170,40,12,11,16,0
2271,3,1022,119,11,103,0,0
118,3,920,83,13,2,18,0
537,3,380,166,3,7,3,0
6371,3,815,72,9,54,178,0
2765,3,762,116,4,131,5,1
5462,3,1008,60,10,216,7,1
1502,3,837,238,4,4,7,0
82,3,857,116,15,72,7,0
212,3,655,123,16,6,62,0
1079,3,900,60,0,102,56,0
423,3,400,195,5,15,77,0
1385,3,865,220,17,4,48,1
1137,3,960,244,0,14,2,1
1797,3,680,332,1,53,33,1
6607,3,940,59,9,130,100,0
1701,3,410,178,0,14,37,1
325,3,440,197,5,93,37,0
123,3,630,121,16,71,24,0
3312,3,575,45,14,265,2,1
1780,3,1331,71,1,108,40,1
4468,3,1150,106,7,171,30,0
1987,3,465,113,1,108,85,0
6261,3,1160,60,7,37,6,0
3912,3,720,93,8,45,26,0
4488,4,395,100,14,163,25,0
6341,3,1125,47,7,2,45,0
201,3,497,358,13,129,3,1
6230,3,728,41,7,178,8,0
1848,4,445,121,4,130,25,1
5974,3,1160,105,11,65,241,0
2826,3,585,81,12,230,12,0
4270,3,1052,137,8,85,26,0
1275,3,565,325,4,82,10,1
829,3,1305,175,17,6,18,1
1172,3,960,210,17,25,12,1
1759,3,1050,103,1,15,22,1
2861,3,674,258,4,54,66,1
7304,3,737,116,12,129,52,0
477,3,761,125,15,30,7,0
4740,3,675,68,7,2,33,1
2959,3,1170,96,4,25,60,0
87,3,450,84,0,64,39,0
2528,3,804,101,4,241,7,1
2573,4,450,115,4,54,19,0
949,3,530,103,1,64,1,0
3524,3,960,185,14,64,2,0
90,4,360,89,13,2,18,0
453,3,1105,90,17,25,48,1
1828,3,900,117,4,54,48,1
3717,3,1130,155,14,102,6,1
1161,3,1110,205,17,162,33,1
162,4,405,187,0,7,0,1
258,3,737,43,6,11,16,0
2477,3,875,232,4,25,15,1
4306,3,880,76,8,130,248,1
519,3,1130,105,17,2,83,1
1832,3,900,90,4,65,4,1
204,3,933,110,15,62,7,1
4953,3,1031,95,10,54,97,1
1019,3,410,155,0,23,39,1
2263,4,330,72,11,57,0,0
1615,3,1155,110,17,137,41,0
574,3,965,226,1,1,76,0
1188,3,1050,90,4,28,7,1
427,3,1135,210,16,54,24,0
1425,3,500,265,2,65,63,0
6866,3,1200,129,7,54,6,0
558,3,509,145,13,2,24,0
576,3,865,260,4,187,9,0
5938,3,1200,119,11,65,67,1
6524,3,1011,100,7,0,8,0
2332,3,750,115,2,65,22,1
1802,3,405,264,4,228,7,0
7009,3,872,156,7,146,6,1
3103,3,1000,71,11,14,119,1
5170,3,782,59,10,54,179,0
3221,3,925,165,14,16,2,0
4881,4,390,115,7,16,26,0
3790,3,1065,130,8,84,7,1
420,3,1335,75,15,54,160,1
6610,3,934,52,7,208,24,0
1618,3,845,100,17,197,60,1
273,3,600,72,1,7,12,1
5504,3,831,99,10,54,144,0
304,4,385,133,3,21,18,0
4032,3,1195,80,8,130,113,1
2005,3,1105,85,17,44,52,1
2667,3,450,63,12,147,1,0
2912,3,1041,134,4,54,6,1
863,3,1049,407,13,82,18,0
1185,3,1005,158,0,14,6,0
473,3,1208,269,13,65,63,0
2621,3,790,65,11,138,51,0
2349,3,410,145,17,34,48,1
6991,4,364,132,7,41,6,0
1498,4,420,174,4,72,25,0
652,3,1030,130,15,39,7,0
990,3,1040,97,15,54,73,0
414,4,440,285,1,0,1,1
377,3,885,164,0,132,39,1
110,4,400,117,16,6,4,0
1275,3,420,194,5,15,13,1
7023,3,958,74,7,51,18,1
1272,3,720,165,2,169,2,0
7026,3,909,71,7,94,15,1
2824,3,1145,146,4,25,42,0
4,3,575,80,17,125,12,1
770,3,1250,246,0,102,18,1
2075,3,783,119,11,126,0,0
343,3,710,37,6,11,23,0
1546,3,625,265,17,4,42,1
2151,3,570,74,4,54,52,0
140,3,1250,363,1,1,34,0
768,4,262,180,5,10,13,1
732,3,815,205,2,71,25,1
789,3,880,155,2,65,24,1
1485,3,839,156,15,130,13,1
4558,3,826,142,7,5,67,1
1610,3,978,52,1,108,42,1
4305,3,1170,60,14,65,70,1
6585,3,1290,101,9,130,20,1
4973,3,660,76,10,54,156,1
4594,3,790,95,14,131,25,1
1757,3,530,146,5,72,38,0
1868,3,390,85,17,18,48,1
2409,3,580,90,4,5,33,1
1866,3,1210,50,4,54,141,1
2941,3,825,164,4,54,56,0
847,3,1335,88,15,54,13,1
660,3,770,100,17,1,10,1
1084,4,360,326,4,3,4,1
3670,3,775,85,14,69,19,0
3921,3,710,105,8,102,26,0
1424,3,820,105,4,54,41,0
834,3,1190,112,1,108,82,1
852,3,865,337,3,11,3,0
3773,3,1235,80,17,30,35,1
379,3,817,136,4,101,7,0
1922,3,425,105,2,126,2,0
1606,3,1240,108,1,53,5,0
3917,3,970,100,14,65,127,1
451,3,365,204,5,15,37,0
4342,3,1005,110,8,23,42,1
2827,3,510,145,14,71,153,1
6425,3,946,131,7,39,24,0
1128,3,830,95,17,184,22,1
1183,3,845,232,1,53,2,1
3062,3,778,74,7,16,60,1
823,3,851,114,13,15,20,0
971,4,390,55,17,4,46,0
6741,3,1290,134,7,6,177,0
326,4,395,60,17,2,33,0
1143,3,330,72,4,36,7,0
4529,3,1110,90,14,15,9,1
4524,3,1050,83,7,220,10,0
2374,3,780,65,11,197,0,0
1116,3,891,74,4,54,153,1
941,3,550,165,17,72,128,1
2951,3,1050,80,14,78,2,0
6636,3,1170,122,9,131,35,1
39,3,525,355,6,55,14,0
144,3,420,165,13,0,24,0
609,3,579,132,13,88,6,0
4517,3,465,83,7,218,10,0
5302,4,425,113,10,91,7,0
378,3,1155,105,4,54,92,0
6547,3,385,151,7,102,6,0
6345,3,360,125,7,165,18,0
1375,4,450,76,4,15,25,0
200,3,1265,138,13,65,35,0
1543,3,885,126,1,83,1,0
1169,3,1090,75,17,28,61,0
7306,3,535,148,10,130,52,1
7307,3,876,91,12,36,20,1
268,4,435,315,2,21,9,0
7067,3,486,110,10,184,20,0
1743,3,885,90,2,71,43,1
4957,3,1366,74,10,54,132,0
6497,3,651,125,7,6,65,0
6511,3,1135,92,9,171,27,1
2349,4,410,145,17,34,48,0
853,3,565,150,17,4,62,1
1018,3,1370,63,5,82,35,1
4641,3,1293,93,7,5,135,0
973,4,400,145,17,202,24,0
1181,3,870,157,0,14,6,0
143,3,935,275,17,137,45,1
4721,3,1200,113,7,5,36,0
175,3,540,345,0,228,11,1
258,4,455,175,0,102,40,0
233,3,1025,170,3,205,3,0
1169,3,445,350,4,72,15,0
752,3,640,75,17,228,64,0
2621,4,400,145,11,14,84,0
115,3,1050,164,4,54,4,0
7390,3,516,156,10,54,109,0
6297,3,920,157,9,83,70,0
2098,3,1052,137,4,39,7,0
4758,3,1027,142,7,5,43,0
4200,3,755,70,14,135,6,1
301,3,600,85,17,228,21,0
84,3,730,140,0,54,39,0
1112,4,345,131,4,85,7,0
526,3,1065,108,1,1,54,1
4654,3,375,69,7,207,10,0
1589,3,1055,125,17,21,47,1
2326,3,530,115,4,72,7,1
4793,4,325,90,7,165,10,0
5336,3,830,93,10,109,7,0
6428,4,402,70,7,4,15,0
2109,3,904,123,4,16,7,0
1660,3,1015,75,17,133,15,0
1589,3,890,255,17,103,3,1
849,3,485,380,2,183,18,1
132,3,400,190,0,205,0,1
4959,3,1103,76,10,70,7,1
1587,3,590,125,17,39,49,0
3052,3,975,80,17,30,68,1
530,3,1080,120,2,128,2,0
1467,3,984,158,15,137,13,1
365,3,595,269,13,65,63,0
5142,3,572,80,10,54,208,0
245,3,420,315,1,72,12,1
4123,3,1255,55,14,65,266,1
1982,3,1115,80,2,128,6,0
1157,4,425,99,1,130,22,0
2307,3,545,155,2,65,2,1
3949,3,700,70,17,44,68,1
2160,3,1130,124,4,183,7,0
1853,3,870,115,2,71,120,0
3542,4,400,185,14,64,2,0
2720,3,890,95,17,0,33,1
681,3,1110,125,17,30,49,0
2812,3,995,85,14,71,204,0
1709,3,1200,185,2,83,19,1
1048,3,880,60,17,197,56,1
696,3,1145,136,13,65,25,1
286,3,998,179,13,102,20,0
1592,4,390,115,1,54,22,0
1120,3,840,65,2,65,60,1
4417,3,1075,65,14,88,42,1
2660,3,975,109,12,128,1,0
1500,3,560,160,17,53,13,1
1897,3,867,181,4,53,4,1
524,4,365,139,13,65,35,0
556,3,725,250,2,205,6,0
2868,3,625,66,4,25,81,0
4278,3,380,55,14,211,6,0
939,3,1150,147,13,6,45,0
1631,3,569,102,1,108,76,1
2435,3,815,235,2,65,12,1
823,3,750,75,15,30,35,0
1136,3,365,65,17,4,15,0
1094,4,30,181,0,2,0,1
1946,3,803,246,4,72,4,0
1509,3,745,175,17,4,43,1
7265,3,821,93,12,85,6,0
4832,3,919,88,7,5,220,0
178,3,855,277,5,1,9,1
1199,3,1175,175,2,22,2,0
1678,3,435,125,1,23,40,0
855,3,820,195,2,72,2,1
572,3,1220,89,13,6,109,1
855,3,1095,125,1,23,40,0
1503,3,1135,180,17,135,24,1
1854,3,700,155,17,1,43,1
628,3,865,135,17,30,90,0
566,3,748,95,4,54,92,0
605,3,465,132,13,88,6,0
5328,3,690,58,10,54,90,1
18,3,626,202,13,6,41,0
459,4,450,157,13,83,6,0
1893,3,750,217,0,127,0,1
4084,3,1315,87,8,130,240,0
268,3,920,215,17,4,48,1
2678,3,580,63,11,102,72,0
2060,4,360,245,2,21,6,0
1030,3,450,85,17,202,33,0
186,3,933,326,13,0,22,0
524,3,885,155,2,71,5,1
752,4,395,155,17,162,24,0
7078,3,755,73,10,129,127,0
1583,3,395,102,1,53,1,1
6578,3,1022,102,7,12,24,0
377,3,1196,36,6,11,23,0
2764,3,1020,175,11,14,60,1
2448,3,825,180,2,2,2,0
3125,3,945,74,11,57,0,0
1255,3,973,99,5,15,20,1
3856,3,1139,122,8,171,51,0
5956,3,1129,89,11,64,6,0
1929,3,1240,37,12,11,23,1
6504,3,555,47,7,61,6,0
3225,3,620,130,14,160,2,0
2610,3,725,113,12,108,39,0
958,3,510,75,17,202,45,0
2393,3,730,122,4,130,4,0
988,3,1205,50,17,84,50,1
661,3,420,178,5,90,13,0
338,3,390,187,0,14,19,1
2481,3,1130,59,11,102,72,0
6501,3,1165,145,7,42,24,0
4476,3,915,106,7,5,137,1
891,3,1255,275,15,16,15,1
2618,3,600,92,12,108,84,0
989,3,370,120,15,85,7,0
6531,3,1100,65,7,0,130,0
6882,3,922,151,7,6,21,0
2894,3,596,113,12,1,171,0
1244,3,375,130,4,162,7,0
4185,3,1190,100,14,64,6,0
4374,3,1035,95,8,130,169,1
182,3,800,325,4,21,9,1
1607,3,770,70,2,123,2,0
2376,3,1095,101,11,102,150,0
1982,3,695,55,17,84,50,0
281,3,360,180,15,15,7,0
1494,3,705,122,1,108,169,0
637,3,1030,80,17,137,73,1
740,3,795,190,17,4,60,1
1596,3,360,225,2,55,2,0
307,4,420,86,3,169,18,0
6658,3,1355,100,7,0,8,0
2375,3,670,127,4,5,18,0
1424,3,425,85,17,0,45,0
582,3,1125,225,0,102,35,1
1234,3,520,122,4,5,63,0
7003,3,414,156,7,21,15,0
3666,3,905,88,8,25,198,0
1500,3,485,115,4,103,5,0
1094,3,460,110,17,0,12,0
5174,3,695,105,10,15,40,1
2728,3,587,168,4,5,4,1
6272,3,835,55,9,145,27,1
1355,4,440,270,2,15,2,0
3883,4,450,115,8,45,4,0
529,3,675,85,17,205,47,0
1639,3,840,123,4,88,7,0
718,3,1145,295,17,137,64,1
1048,3,1050,105,4,130,42,0
2819,3,1110,65,14,71,65,0
1772,3,1042,118,4,130,9,1
2055,3,50,210,4,5,7,0
558,3,975,169,0,102,40,0
3779,3,380,67,8,210,26,0
4012,3,920,89,8,130,165,1
104,4,445,118,4,54,5,0
5266,3,770,54,10,54,191,0
6663,3,861,145,7,178,24,0
922,3,360,108,13,65,20,0
1591,3,1115,134,4,119,7,1
1416,4,445,98,4,54,92,0
5013,3,860,75,10,171,97,0
4956,3,515,168,10,171,35,0
2216,3,1420,229,4,4,5,0
243,4,373,139,13,25,24,0
6397,3,370,90,9,90,9,0
4652,4,390,120,14,54,25,0
2412,4,410,185,2,2,2,0
3909,3,925,110,14,70,6,1
485,3,1305,157,13,6,21,0
1656,3,385,116,1,101,1,0
1156,3,480,114,4,137,7,0
413,3,845,255,2,65,63,1
3904,3,1025,80,14,65,51,0
691,3,1170,105,17,123,24,1
472,4,376,245,13,127,6,0
556,3,1170,37,6,11,14,0
5160,4,435,102,10,57,7,0
2804,3,545,70,14,123,2,0
4031,3,410,115,14,235,6,0
3828,3,740,110,14,65,40,0
2650,3,770,66,12,36,1,1
6264,3,765,62,7,0,135,0
450,3,670,279,1,85,12,0
448,3,640,209,16,6,22,1
272,3,525,147,15,54,35,0
16,3,680,70,17,197,71,1
1596,4,360,225,2,55,2,0
910,3,1066,80,15,54,149,0
1138,3,919,190,0,71,39,0
4358,3,965,70,14,135,6,1
540,3,1060,105,0,131,39,1
6246,3,607,70,7,94,15,0
2556,3,1110,153,11,25,39,0
1751,3,390,115,17,162,60,0
1131,3,1366,60,4,54,134,1
687,3,885,149,0,22,0,0
653,3,505,161,16,6,18,1
335,3,1022,88,4,108,7,0
3654,3,1160,90,8,25,194,1
30,3,1060,200,17,1,48,1
1619,3,950,307,4,130,15,0
2983,3,1215,70,17,133,46,1
6960,3,643,69,7,6,152,0
907,3,560,65,17,197,56,0
3231,3,1140,70,14,112,2,1
1286,3,425,195,17,103,33,1
3059,3,465,76,11,102,132,0
685,3,475,60,17,128,48,1
7360,3,390,64,10,159,26,0
2959,4,390,94,11,152,0,0
1108,3,420,156,4,25,1,0
7778,3,1280,73,7,181,10,1
2127,3,365,175,2,53,19,0
6518,3,496,114,7,65,150,1
6436,3,1241,109,7,2,83,1
5291,3,570,73,10,54,138,0
580,3,730,185,17,103,12,0
2086,3,1150,170,2,183,9,1
155,4,360,168,5,82,13,0
127,3,1125,370,2,82,45,1
829,3,1114,160,15,241,30,0
1246,3,410,175,17,1,60,1
799,3,1090,165,16,6,8,0
1168,3,1360,285,4,2,37,0
254,3,1045,144,13,6,6,1
3147,3,575,65,17,2,64,1
630,3,835,95,4,130,40,1
2022,3,1100,120,11,135,39,0
3398,3,755,75,14,244,2,0
2168,3,725,225,4,2,4,1
4132,4,420,90,14,65,43,0
1285,3,890,195,2,71,63,1
366,3,400,133,16,6,30,1
2119,3,525,128,11,64,43,0
4309,3,810,130,14,90,6,1
4784,3,983,80,7,196,10,0
395,3,885,174,5,83,13,1
2349,4,435,186,11,16,0,0
1754,3,870,85,17,127,63,0
1615,4,360,260,2,93,2,0
3892,4,350,140,14,53,6,0
1105,3,1005,92,0,15,39,1
5997,3,812,65,11,160,6,1
2453,3,915,200,2,71,15,0
1843,4,360,175,2,15,6,0
